"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"substance-definition-br","SubstanceDefinition.molecularWeight.id","SubstanceDefinition.molecularWeight.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
",""
"substance-definition-br","SubstanceDefinition.molecularWeight.extension","SubstanceDefinition.molecularWeight.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"substance-definition-br","SubstanceDefinition.molecularWeight.modifierExtension","SubstanceDefinition.molecularWeight.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"substance-definition-br","SubstanceDefinition.molecularWeight.method","SubstanceDefinition.molecularWeight.method","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","Método de determinação","Método usado para determinar o peso molecular","","","","","","","","","",,"example","","https://idmp-br.github.io/brig-idmp-brasil/ValueSet/weight-method-vs","",,,,"SubstanceDefinition.molecularWeight.method",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"substance-definition-br","SubstanceDefinition.molecularWeight.type","SubstanceDefinition.molecularWeight.type","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","Tipo de peso molecular","Tipo de peso molecular (exato, médio, monoisotópico)","","","","","","","","","",,"example","","https://idmp-br.github.io/brig-idmp-brasil/ValueSet/weight-type-vs","",,,,"SubstanceDefinition.molecularWeight.type",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"substance-definition-br","SubstanceDefinition.molecularWeight.amount","SubstanceDefinition.molecularWeight.amount","","","",1,1,"Y","","Y","Quantity {[]} {[]}
","Valor do peso molecular","Used to capture quantitative values for a variety of elements. If only limits are given, the arithmetic mean would be the average. If only a single definite value for a given element is given, it would be captured in this field.","","","","","","","","","",,,,,"",,,,"SubstanceDefinition.molecularWeight.amount",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"substance-definition-br","SubstanceDefinition.structure","SubstanceDefinition.structure","","","",0,1,"Y","","Y","BackboneElement {[]} {[]}
","Estrutura química","Representação da estrutura química","","","","","","","","","",,,,,"",,,,"SubstanceDefinition.structure",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"substance-definition-br","SubstanceDefinition.structure.id","SubstanceDefinition.structure.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
",""
"substance-definition-br","SubstanceDefinition.structure.extension","SubstanceDefinition.structure.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"substance-definition-br","SubstanceDefinition.structure.modifierExtension","SubstanceDefinition.structure.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"substance-definition-br","SubstanceDefinition.structure.stereochemistry","SubstanceDefinition.structure.stereochemistry","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","Estereoquímica da estrutura","Stereochemistry type.","","","","","","","","","",,"example","","https://idmp-br.github.io/brig-idmp-brasil/ValueSet/stereochemistry-vs","",,,,"SubstanceDefinition.structure.stereochemistry",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"substance-definition-br","SubstanceDefinition.structure.opticalActivity","SubstanceDefinition.structure.opticalActivity","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","Atividade óptica","Optical activity type.","","","","","","","","","",,"example","","https://idmp-br.github.io/brig-idmp-brasil/ValueSet/optical-activity-vs","",,,,"SubstanceDefinition.structure.opticalActivity",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"substance-definition-br","SubstanceDefinition.structure.molecularFormula","SubstanceDefinition.structure.molecularFormula","","","",0,1,"Y","","Y","string {[]} {[]}
","Fórmula molecular","An expression which states the number and type of atoms present in a molecule of a substance.","","","","","","","","","",,,,,"",,,,"SubstanceDefinition.structure.molecularFormula",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"substance-definition-br","SubstanceDefinition.structure.molecularFormulaByMoiety","SubstanceDefinition.structure.molecularFormulaByMoiety","","","",0,1,"Y","","Y","string {[]} {[]}
","Fórmula molecular por moiety","Specified per moiety according to the Hill system, i.e. first C, then H, then alphabetical, each moiety separated by a dot.","","","","","","","","","",,,,,"",,,,"SubstanceDefinition.structure.molecularFormulaByMoiety",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"substance-definition-br","SubstanceDefinition.structure.molecularWeight","SubstanceDefinition.structure.molecularWeight","","","",0,1,"Y","","Y","null {[]} {[]}
","Peso molecular","The molecular weight or weight range (for proteins, polymers or nucleic acids).","","","","","","","","","",,,,,"",,,,"SubstanceDefinition.structure.molecularWeight",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"substance-definition-br","SubstanceDefinition.structure.technique","SubstanceDefinition.structure.technique","","","",0,*,"","","Y","CodeableConcept {[]} {[]}
","Técnica de caracterização","Técnica analítica usada (NMR, MS, IR, etc.)","","","","","","","","","",,"example","","https://idmp-br.github.io/brig-idmp-brasil/ValueSet/structure-technique-vs","",,,,"SubstanceDefinition.structure.technique",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"substance-definition-br","SubstanceDefinition.structure.sourceDocument","SubstanceDefinition.structure.sourceDocument","","","",0,*,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/DocumentReference|5.0.0]]}
","Source of information for the structure","The source of information about the structure.","","","","","","","","","",,,,,"",,,,"SubstanceDefinition.structure.sourceDocument",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"substance-definition-br","SubstanceDefinition.structure.representation","SubstanceDefinition.structure.representation","","","",0,*,"Y","","Y","BackboneElement {[]} {[]}
","Representação estrutural","Representações da estrutura (SMILES, InChI, mol file)","","","","","","","","","",,,,,"",,,,"SubstanceDefinition.structure.representation",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"substance-definition-br","SubstanceDefinition.structure.representation.id","SubstanceDefinition.structure.representation.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
",""
"substance-definition-br","SubstanceDefinition.structure.representation.extension","SubstanceDefinition.structure.representation.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"substance-definition-br","SubstanceDefinition.structure.representation.modifierExtension","SubstanceDefinition.structure.representation.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"substance-definition-br","SubstanceDefinition.structure.representation.type","SubstanceDefinition.structure.representation.type","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","Tipo de representação","Formato da representação (SMILES, InChI, MOL, etc.)","","","","","","","","","",,"example","","https://idmp-br.github.io/brig-idmp-brasil/ValueSet/structure-representation-type-vs","",,,,"SubstanceDefinition.structure.representation.type",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"substance-definition-br","SubstanceDefinition.structure.representation.representation","SubstanceDefinition.structure.representation.representation","","","",0,1,"Y","","Y","string {[]} {[]}
","String de representação","The structural representation as a text string in a standard format.","","","","","","","","","",,,,,"",,,,"SubstanceDefinition.structure.representation.representation",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"substance-definition-br","SubstanceDefinition.structure.representation.format","SubstanceDefinition.structure.representation.format","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","The format of the representation e.g. InChI, SMILES, MOLFILE (note: not the physical file format)","The format of the representation e.g. InChI, SMILES, MOLFILE, CDX, SDF, PDB, mmCIF. The logical content type rather than the physical file format of a document.","","","","","","","","","",,"example","A format of a substance representation.","http://hl7.org/fhir/ValueSet/substance-representation-format|5.0.0","",,,,"SubstanceDefinition.structure.representation.format",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"substance-definition-br","SubstanceDefinition.structure.representation.document","SubstanceDefinition.structure.representation.document","","","",0,1,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/DocumentReference|5.0.0]]}
","An attachment with the structural representation e.g. a structure graphic or AnIML file","An attached file with the structural representation e.g. a molecular structure graphic of the substance, a JCAMP or AnIML file.","","","","","","","","","",,,,,"",,,,"SubstanceDefinition.structure.representation.document",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"substance-definition-br","SubstanceDefinition.code","SubstanceDefinition.code","","","",0,*,"Y","","Y","BackboneElement {[]} {[]}
","Códigos da substância","Códigos de diversos sistemas de nomenclatura","","","","","","","","","",,,,,"",,,,"SubstanceDefinition.code",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"substance-definition-br","SubstanceDefinition.code.id","SubstanceDefinition.code.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
",""
"substance-definition-br","SubstanceDefinition.code.extension","SubstanceDefinition.code.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"substance-definition-br","SubstanceDefinition.code.modifierExtension","SubstanceDefinition.code.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"substance-definition-br","SubstanceDefinition.code.code","SubstanceDefinition.code.code","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","Código da substância","Código em sistema de nomenclatura (MedDRA, ATC, CAS, DCB)","","","","","","","","","",,"example","","https://idmp-br.github.io/brig-idmp-brasil/ValueSet/substance-code-meddra","",,,,"SubstanceDefinition.code.code",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"substance-definition-br","SubstanceDefinition.code.status","SubstanceDefinition.code.status","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","Status do código","Status of the code assignment, for example 'provisional', 'approved'.","","","","","","","","","",,"preferred","The lifecycle status of an artifact.","http://hl7.org/fhir/ValueSet/publication-status|5.0.0","",,,,"SubstanceDefinition.code.status",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"substance-definition-br","SubstanceDefinition.code.statusDate","SubstanceDefinition.code.statusDate","","","",0,1,"","","Y","dateTime {[]} {[]}
","The date at which the code status was changed","The date at which the code status was changed as part of the terminology maintenance.","","","","","","","","","",,,,,"",,,,"SubstanceDefinition.code.statusDate",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"substance-definition-br","SubstanceDefinition.code.note","SubstanceDefinition.code.note","","","",0,*,"","","Y","Annotation {[]} {[]}
","Any comment can be provided in this field","Any comment can be provided in this field, if necessary.","","","","","","","","","",,,,,"",,,,"SubstanceDefinition.code.note",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"substance-definition-br","SubstanceDefinition.code.source","SubstanceDefinition.code.source","","","",0,*,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/DocumentReference|5.0.0]]}
","Supporting literature","Supporting literature.","","","","","","","","","",,,,,"",,,,"SubstanceDefinition.code.source",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"substance-definition-br","SubstanceDefinition.name","SubstanceDefinition.name","","","",0,*,"Y","","Y","BackboneElement {[]} {[]}
","Nomes da substância","Nomes oficiais e alternativos da substância","","","","","","","","","",,,,,"","value:type.coding.code}
","Diferentes tipos de nomes da substância",,"open","SubstanceDefinition.name",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"substance-definition-br","SubstanceDefinition.name.id","SubstanceDefinition.name.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
",""
"substance-definition-br","SubstanceDefinition.name.extension","SubstanceDefinition.name.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"substance-definition-br","SubstanceDefinition.name.modifierExtension","SubstanceDefinition.name.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"substance-definition-br","SubstanceDefinition.name.name","SubstanceDefinition.name.name","","","",1,1,"Y","","Y","string {[]} {[]}
","Nome","The actual name.","","","","","","","","","",,,,,"",,,,"SubstanceDefinition.name.name",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"substance-definition-br","SubstanceDefinition.name.type","SubstanceDefinition.name.type","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","Tipo de nome","Tipo de nome (sistemático, INN, DCB, comercial)","","","","","","","","","",,"example","","https://idmp-br.github.io/brig-idmp-brasil/ValueSet/substance-name-type","",,,,"SubstanceDefinition.name.type",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"substance-definition-br","SubstanceDefinition.name.status","SubstanceDefinition.name.status","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","Status do nome","The status of the name, for example 'current', 'proposed'.","","","","","","","","","",,"preferred","","https://idmp-br.github.io/brig-idmp-brasil/ValueSet/publication-status","",,,,"SubstanceDefinition.name.status",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"substance-definition-br","SubstanceDefinition.name.preferred","SubstanceDefinition.name.preferred","","","",0,1,"Y","","Y","boolean {[]} {[]}
","Nome preferencial","If this is the preferred name for this substance.","","","","If this value is not present, there is no statement being made about whether this is the preferred name or not. No inference can be made","","","","","",,,,,"",,,,"SubstanceDefinition.name.preferred",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"substance-definition-br","SubstanceDefinition.name.language","SubstanceDefinition.name.language","","","",0,*,"","","Y","CodeableConcept {[]} {[]}
","Idioma do nome","Human language that the name is written in.","","","","","","","","","",,"required","IETF language tag for a human language","http://hl7.org/fhir/ValueSet/all-languages|5.0.0","",,,,"SubstanceDefinition.name.language",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"substance-definition-br","SubstanceDefinition.name.domain","SubstanceDefinition.name.domain","","","",0,*,"","","Y","CodeableConcept {[]} {[]}
","Domínio do nome","Contexto de uso do nome (científico, regulatório, comercial)","","","","","","","","","",,"example","","https://idmp-br.github.io/brig-idmp-brasil/ValueSet/substance-name-domain-vs","",,,,"SubstanceDefinition.name.domain",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"substance-definition-br","SubstanceDefinition.name.jurisdiction","SubstanceDefinition.name.jurisdiction","","","",0,*,"","","Y","CodeableConcept {[]} {[]}
","Jurisdição do nome","The jurisdiction where this name applies.","","","","","","","","","",,"example","Jurisdiction codes","http://hl7.org/fhir/ValueSet/jurisdiction|5.0.0","",,,,"SubstanceDefinition.name.jurisdiction",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"substance-definition-br","SubstanceDefinition.name.synonym","SubstanceDefinition.name.synonym","","","",0,*,"","","Y","null {[]} {[]}
","A synonym of this particular name, by which the substance is also known","A synonym of this particular name, by which the substance is also known.","","","","","","","","","",,,,,"",,,,"SubstanceDefinition.name.synonym",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"substance-definition-br","SubstanceDefinition.name.translation","SubstanceDefinition.name.translation","","","",0,*,"","","Y","null {[]} {[]}
","A translation for this name into another human language","A translation for this name into another human language.","","","","","","","","","",,,,,"",,,,"SubstanceDefinition.name.translation",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"substance-definition-br","SubstanceDefinition.name.official","SubstanceDefinition.name.official","","","",0,*,"Y","","Y","BackboneElement {[]} {[]}
","Designação oficial","Details of the official nature of this name.","","","","","","","","","",,,,,"",,,,"SubstanceDefinition.name.official",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"substance-definition-br","SubstanceDefinition.name.official.id","SubstanceDefinition.name.official.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
",""
"substance-definition-br","SubstanceDefinition.name.official.extension","SubstanceDefinition.name.official.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
